ORF	REF0	REF5	REF10	REF30	REF60	REF120	MUT0	MUT5	MUT10	MUT30	MUT60	MUT120
YPL032C	7.834552715	8.143575721	8.648953796	8.177205596	8.528615528	8.848923933	7.749119807	7.629123671	6.863041524	7.5682777	7.486662707	7.725409977
YPL031C	8.927417602	9.495203093	8.641154159	7.237912293	8.348310567	8.848038145	9.337339703	9.397102593	8.138179826	8.321350038	8.65747621	8.852587196
YPL030W	6.56347974	6.876122768	8.302229743	9.457873806	8.968578313	8.333640376	6.902234671	6.038362924	7.430159963	6.982375698	8.944651656	7.93782984
YPL029W	6.826440491	7.005341567	7.024242898	6.615617557	6.772070132	6.336207322	7.080256964	6.76605088	6.400549374	6.133833733	7.133833529	6.810412979
YPL028W	10.9227845	11.02576924	9.675200362	7.947600654	9.363717997	10.09457348	10.56886752	10.49522812	9.488289983	9.171853531	9.854660442	10.09807856
YPL027W	2.161257864	2.135426905	2.13548965	2.302109575	2.243388564	2.197733483	2.9230874	2.316202299	2.24658008	2.371743014	2.743124445	2.722887529
YPL026C	8.726308853	10.74760404	10.34242044	9.00343636	7.963711078	7.864850334	8.84459498	10.60596938	10.54334552	10.40999581	8.783683025	8.583429993
YPL024W	6.523740143	7.134576076	7.734434202	6.588811743	6.146070933	6.122852992	6.99241385	6.719530313	6.975881077	7.173548633	7.219326168	6.391291045
YPL023C	7.021722731	6.955336861	6.690822792	6.758172509	7.460869628	7.348777803	6.457734258	6.488386295	5.985715981	5.900928155	6.591655815	6.81716645
YPL022W	7.046946377	7.071460273	6.905250151	6.904511789	7.130070506	6.945066031	7.380134794	7.192515522	7.111398226	7.359206735	7.442222466	7.083281885
YPL021W	2.13813611	2.12997388	2.13548965	2.247839675	2.185612986	2.170865201	2.133924579	2.115361496	2.184195955	2.195512324	2.164992634	2.137207763
YPL020C	7.733161598	7.892030202	8.009368953	7.699695897	8.187032589	8.074450055	8.064217387	8.159273278	8.471745061	7.72444307	8.722076107	8.551214735
YPL019C	7.371427623	7.200888213	7.596056	6.886293969	7.392964477	7.369062954	7.852112547	7.411174679	7.58596146	7.791593158	8.302990885	7.998169714
YPL018W	2.677433234	2.433275896	2.434856604	2.494145789	2.483762665	2.852395648	2.37785962	2.423787759	2.483383024	2.679478703	2.317670901	2.594432414
YPL017C	5.610220724	5.436178382	4.339697572	3.849104415	3.46535155	3.371787254	4.856991421	4.865247955	4.051391868	3.341310468	3.48058155	4.034301362
YPL016W	6.635993437	6.29234506	6.032556801	6.80603935	7.130847261	6.684845539	6.662266864	6.744789137	6.654731738	6.655009312	7.243790824	6.740010316
YPL015C	6.849671509	6.713697257	5.783590528	4.065996825	4.602516891	6.02308406	6.636861466	6.445448737	5.150461986	5.094368059	5.496930902	6.239800176
YPL014W	4.226526792	3.542971078	3.108016527	3.289995719	3.265618692	4.852119096	4.556259074	4.051989509	4.115429137	4.126745506	4.114945466	5.187417992
YPL013C	9.890665662	9.746638478	9.843228321	8.123849272	8.393483169	8.415220973	10.31131343	10.10039568	9.229704116	9.615673609	8.665070678	9.216979365
YPL012W	9.864933443	9.603714786	10.88284599	11.71953386	11.14286208	10.25893161	9.030425314	8.915052405	9.579628991	9.70811684	10.13131631	9.232638401
YPL011C	7.777772656	7.741603353	7.956947295	8.362711816	8.486829433	8.281525433	8.181261577	7.930940821	7.951398138	8.007228623	8.633103675	8.177078556
YPL055C	7.592701257	7.404459609	7.219471151	7.395398623	7.506799348	7.172891798	7.15847923	7.088517283	6.795616917	6.698582899	6.695497948	6.479750418
YPL054W	8.864868943	8.285778544	6.095567288	2.548243945	2.328551666	2.456742561	8.657800126	8.132338842	4.6523696	4.233824994	2.450869993	2.431276031
YPL053C	10.28407641	10.29886998	10.17718997	10.03099661	10.35022247	10.315577	10.73218634	10.66053011	10.3052754	9.401550296	10.71360834	10.62682893
YPL052W	7.582146942	7.506942809	7.655331584	7.150420038	7.275492338	6.742660699	7.762109629	7.040277886	7.103766714	7.312311087	8.282763064	7.148889822
YPL051W	7.605012243	7.534331715	7.987828652	7.508160465	7.908939061	8.104358234	8.205189796	7.745614203	7.937309264	8.499818898	8.653785997	8.422533015
YPL050C	9.33520533	8.940553857	9.211256584	9.307471449	9.783982501	9.699034534	9.178425424	8.773362904	8.816317756	8.678952321	9.408602466	9.463836393
YPL049C	8.008830552	7.613246471	7.607149355	7.855107378	8.738352878	8.721823236	7.404249137	7.009417001	6.900425219	7.05819137	7.820284706	8.064134221
YPL048W	10.55242406	10.50345177	10.45389334	9.685353435	10.05082523	10.0490169	9.403196003	10.07985692	9.673091107	9.347449281	9.024727727	10.19352095
YPL047W	7.326059179	7.61482912	7.792691475	7.599491506	7.720308067	7.756847744	8.126182968	7.854585237	7.838048423	8.14744665	8.598728239	8.146774814
YPL046C	7.661243741	7.563773305	7.636984574	6.890671291	6.904315818	7.212838254	7.469516901	7.272319256	6.530521703	6.772442761	6.191582583	6.568590057
YPL045W	6.52343545	6.490984402	6.55125671	6.081167753	6.662431253	6.965065477	6.92696699	6.573899852	6.424974132	6.573533427	7.019572831	6.899555157
YPL043W	7.437012562	7.341229154	8.543330247	10.17696468	9.536833229	8.19251678	7.71408894	7.37107515	7.739444257	7.945230024	9.293225469	8.327464355
YPL042C	7.071838244	6.952895815	7.164543042	6.767148018	6.980138855	7.223445567	6.723934282	6.528209662	6.610388053	6.738886554	6.583729917	6.433075125
YPL041C	4.037312751	3.521538329	3.014002862	4.392390609	5.728625862	6.057633374	3.995369743	3.305862388	3.52319692	3.568530786	5.854532899	5.458213467
YPL040C	6.965863144	6.88579388	6.478271379	6.038701973	6.454885286	6.148415201	6.7406119	6.485748431	5.908766437	6.13032368	6.055672568	6.162226978
YPL039W	7.212497084	7.129041708	7.295147295	7.265723905	7.506911516	7.136005349	7.988463234	7.103472358	7.002318787	7.164765619	8.060424089	7.727984841
YPL038W	6.971961362	7.751092522	8.688595028	9.037704294	8.819847504	8.164189237	7.533691544	7.484363388	8.258520037	7.360371011	8.373158215	8.18159805
YPL037C	11.42405859	11.7891822	11.94091886	11.95946352	11.96639343	12.26594885	11.69256818	11.56323806	10.96897068	11.13130615	10.87960115	11.43922232
YPL036W	8.885913276	9.30663909	9.550434394	7.855120691	6.402549755	6.499524846	8.408922803	8.852768375	8.310119039	7.201817174	5.764116545	6.255009157
YPL034W	6.435260515	7.210521624	7.328123921	7.204644346	7.486578496	7.161614852	7.043498044	7.415718342	6.754681923	7.205409656	8.259579175	7.593340237
YPL033C	2.392446982	2.684389296	2.679643424	3.044500643	2.542229465	2.506300758	2.734286619	2.723233405	2.45102136	2.597914762	3.191855405	2.648909645
YPL079W	13.39487945	13.53945532	13.50615099	13.71786251	13.78708653	13.79429929	13.64938289	13.3692692	13.51201508	13.80587693	13.76398407	13.69150251
YPL078C	11.31641645	11.38548917	11.22514469	6.734369461	7.71949646	8.440990527	11.71399756	11.67320831	10.13009126	10.17713371	8.480753475	9.628452194
YPL077C	6.471201938	6.307750321	6.395573102	5.604585865	6.471363914	6.507367043	6.853111742	6.522440251	6.875882776	6.933371718	6.987024522	6.759884792
YPL076W	4.762925777	4.967226648	5.76530495	6.273014784	6.182065515	6.186134072	5.103058044	5.024063373	5.670162808	5.219592972	5.793144965	5.650315069
YPL074W	5.872037582	5.833467423	5.791070313	5.589252327	5.805235928	5.466784412	6.453473567	6.030769416	5.445165091	5.456072636	6.293076039	6.075193099
YPL072W	4.795530418	4.335711867	4.052782767	4.197357516	4.129072749	4.089106206	4.996123068	4.063368677	4.107538358	3.86628124	4.278604416	4.49674493
YPL071C	7.399696197	7.752971978	8.110399674	7.519552402	8.045529586	7.936934758	8.259081106	7.934593101	8.03081839	8.046442067	8.768186965	8.340078246
YPL070W	6.662734878	7.214889459	6.985907806	5.011088582	6.01150772	7.070824795	7.386368091	7.152612281	6.059131602	6.358078909	6.089051995	6.56922843
YPL069C	3.54903026	3.891958797	3.841328147	4.520326397	4.325591248	4.525781042	4.528986005	3.698712898	3.062516613	3.895080623	4.745072359	3.837467673
YPL068C	2.930968709	3.398713685	5.076359426	6.384660285	5.092283269	3.548968394	3.447465906	2.412480626	2.913947286	3.496205814	5.195172051	3.721408272
YPL067C	6.10759985	7.339352725	6.947982732	5.389521728	6.30062784	7.162595893	5.336909253	6.123066474	4.923316638	4.96971087	5.969889912	6.276059669
YPL066W	5.959506131	6.396284113	6.246421803	5.668391404	6.036897928	6.421307029	6.77167666	7.022051462	5.404159669	6.401715891	6.832678751	6.813902768
YPL065W	6.903450793	7.426414992	6.961056912	6.348161082	7.230666577	7.715700099	7.827357959	7.480252836	5.950829185	6.451587387	7.335237217	7.580051733
YPL064C	6.219357903	6.547569755	6.730869091	6.000151975	6.190719295	6.461667858	6.892260116	6.64733213	6.63270967	6.340153807	6.922456842	6.546659782
YPL063W	8.165192878	8.39837444	7.950435119	7.736280863	8.091665018	8.307920807	8.00297796	7.891832372	6.806308877	6.772757311	7.285819629	7.696098469
YPL061W	12.99689561	12.63362945	10.97440316	4.491071828	4.819785618	6.216125359	12.97898154	12.92031893	9.26296719	9.237470145	7.766242725	8.830998286
YPL060W	4.937612058	5.119291577	4.813583166	4.962398299	5.317379033	5.283155862	5.132795313	5.309481695	5.093584652	5.221877479	5.814970083	5.545873628
YPL059W	9.522917678	9.888390363	9.288015318	7.625048462	8.779448865	9.106845982	10.12239813	10.04961885	9.278921074	9.43025991	9.605438501	9.320768778
YPL058C	7.218540431	6.8500145	7.932100175	12.65185521	11.46556626	11.37302496	7.663871987	7.592421661	10.15321185	9.670980349	11.80241346	11.16956919
YPL057C	7.518281361	8.343302634	6.593233287	5.411266279	5.459785706	6.297017733	7.336798408	8.789230432	6.778711703	6.154530314	5.887541397	6.259247836
YPL056C	5.423974617	4.654452943	3.607768105	5.209117833	6.300633893	5.75295266	4.743466445	4.232570237	4.281978186	3.512996786	5.317345469	5.256247184
YPL101W	8.309911432	8.847136693	8.801294102	8.907783654	9.317029442	8.677168129	8.833329526	8.91935726	8.031023092	8.429451905	10.1300178	9.318865231
YPL100W	6.103170417	6.52899642	6.084320538	4.593826096	5.843773552	6.269317949	7.133691043	7.184210121	5.099081572	6.093028501	6.445837018	6.707764139
YPL099C	5.979856036	6.649964148	5.918815505	3.522479831	4.753914459	5.054343583	6.882697848	6.702940482	4.97882031	5.061407609	5.201205216	5.125399437
YPL098C	10.61904362	10.87268906	10.37634478	8.978783959	9.726124706	9.969295421	10.92880936	10.79566043	9.727979287	9.755348767	10.11601838	10.20733459
YPL097W	6.179630968	6.190137232	5.738835687	4.646007043	5.244416403	5.41234849	6.537739585	5.763611449	5.090473137	5.024724719	5.239954606	5.048366998
YPL096W	7.454399063	7.781858139	7.271731188	5.441712062	6.643316485	7.543851853	8.195247989	8.239266928	7.135943478	6.813482242	7.424209907	8.011609469
YPL095C	5.034231272	5.115526579	5.016692822	5.069187555	4.99243889	4.692624242	6.171475103	5.641113788	4.486693311	4.47085297	5.918212914	5.599371942
YPL094C	10.21184765	10.55702706	10.36793593	9.878787019	10.18103113	10.81148905	10.76446805	10.63524584	10.05859257	9.806316685	10.27071093	10.78709125
YPL093W	8.926843258	9.585006472	10.71621773	11.74135668	10.96772618	9.694709406	8.148535894	7.978554616	9.0470616	8.752851423	9.842215199	8.263661514
YPL092W	9.616092492	9.548166727	8.676093757	7.906736663	7.457351735	7.062603845	10.30421503	10.25771549	7.638934564	7.759679093	6.276774914	6.481559866
YPL091W	9.741925672	9.779920213	9.18231902	8.996637731	9.597329708	9.565227146	10.30380848	10.23035784	9.723967495	9.649025268	10.47192365	10.37827899
YPL089C	8.457468805	8.287513873	9.262921086	8.604786732	8.230410555	8.162061955	8.365643342	8.316204448	8.867840716	8.806063519	7.817357377	7.768590614
YPL088W	5.957223077	6.524055704	6.91315718	6.635810357	5.859147004	5.546028919	7.302761861	6.973116453	7.325141284	7.28203167	7.331926899	6.564188678
YPL087W	8.882346026	9.086099713	8.612448601	5.169876038	5.973453661	7.174438618	9.319440066	9.392774808	8.065133987	6.372836194	6.963005295	8.128199099
YPL086C	7.636623697	7.878407418	8.555714308	9.469359281	8.994869828	7.929930321	7.686981733	7.70292664	7.7600197	7.902114375	8.53567192	7.904103854
YPL085W	8.854885242	8.738543321	8.661810852	8.690820291	9.079222854	8.787469589	8.404903905	8.76324439	8.835731052	9.137572703	9.08464498	8.924760487
YPL084W	8.033723232	8.154864003	7.66805642	6.017410901	7.827426743	7.910355093	7.941878484	7.927803627	7.694080222	7.676866368	8.24661277	8.643828089
YPL083C	6.718845886	6.837656712	6.76433565	6.433455157	6.766322762	6.755621157	6.713728435	6.699955566	6.585552597	6.726556058	6.790473991	6.6822144
YPL082C	7.911154148	7.370805582	7.461309774	8.686178133	8.744511029	7.809086496	7.493864194	7.894284866	8.300677695	7.98576028	8.109670504	8.02424385
YPL081W	10.45647659	10.38347761	11.55955865	10.6823791	10.82783008	10.98518102	9.632211634	8.328170941	9.608046669	9.809720166	10.21847541	10.09205614
YPL123C	5.235153105	5.011095215	3.811955979	2.362935597	2.335024564	2.308099644	5.358144521	5.043766076	3.720434653	3.399907374	2.239698423	2.65452518
YPL122C	5.846134918	5.896483381	5.845563158	6.719724686	7.077677582	6.729596649	6.257154309	5.9617509	6.229582077	6.322160091	7.069640004	6.588147338
YPL121C	2.13813611	2.12997388	2.13548965	2.247839675	2.185612986	2.170865201	2.133924579	2.115361496	2.184195955	2.195512324	2.164992634	2.137207763
YPL120W	7.526143286	7.432847254	6.59859025	6.052219925	7.180276003	7.386270817	8.091205192	7.646776395	6.792121374	7.11724528	7.860472051	7.652004082
YPL119C	7.15140562	6.179176123	4.290229585	3.450134824	3.387908135	3.351864361	6.722533241	6.574815068	4.428230324	4.43994864	3.394907	3.75132319
YPL118W	8.074913293	8.063027208	7.615439187	6.080815157	6.441039268	6.555409757	8.324503963	7.961816992	7.154223444	7.398012745	7.242426957	7.482010589
YPL117C	9.530945591	9.827758675	9.650497725	8.497767854	8.796482828	8.536864794	9.427543228	9.637952926	9.676453465	9.739721617	9.267351355	8.997086261
YPL116W	6.557871786	5.705622199	4.653582841	4.553654519	4.961106486	5.199026427	6.634701331	5.958250009	5.291084905	5.627558491	5.684575999	5.862300811
YPL115C	8.184705855	7.795255182	7.743622817	7.787483211	8.518172949	8.626602251	8.18931939	8.026593595	8.07254382	8.517594328	8.769888399	8.636270555
YPL113C	9.236446191	8.097988948	4.36669459	3.104009322	3.096077097	3.117152395	9.913533824	8.962032566	5.225903323	4.701747608	3.615138455	3.856141375
YPL112C	8.018437732	7.836024748	7.432536917	8.350002743	8.927386926	8.406698444	8.577257743	7.844010205	7.580314197	7.450275517	8.881926839	8.490677894
YPL111W	6.698630025	5.966101489	5.494758101	5.529529099	7.967636197	5.589538162	6.57851554	5.846181056	5.499305607	5.429601794	6.777433539	6.542153545
YPL110C	7.460971532	7.253796999	7.384282727	5.724353358	6.015051624	6.79839351	7.773450291	7.588656715	7.542740761	7.594009612	7.232390226	7.447397272
YPL109C	8.181025037	8.30063411	7.177379656	4.464420133	4.263165425	5.513732735	8.541424572	8.596885485	6.540971108	6.724026852	4.843299823	6.503747053
YPL108W	4.742946943	4.605039487	5.706831547	6.140354148	6.251370228	5.136220633	5.595059191	4.747981709	5.137216879	5.593484399	5.94932618	5.026259536
YPL107W	7.668140865	7.718794822	7.949503327	6.288893503	6.49156498	5.479890795	8.351583116	8.230817487	7.081095602	7.30264311	7.296051056	6.849053706
YPL106C	11.33357762	11.42841496	12.10672345	12.52791341	11.46503968	11.05574454	11.70889982	11.82208009	12.72030871	12.66152918	12.21178864	11.58587709
YPL105C	7.816677449	8.058766506	8.387428107	8.996217537	9.152105711	8.652517429	8.367075958	8.201128963	8.28395746	8.18608947	8.925321757	8.644995048
YPL104W	6.847926724	7.008943064	7.148886306	4.901231476	4.863660518	5.745917243	7.374519409	7.240137603	6.319358421	6.183587325	5.200096049	6.2890145
YPL103C	7.726758682	8.173693294	8.338044206	8.388564813	8.747825137	8.7848534	7.531420751	7.431628122	7.072137476	7.047265821	8.264433174	8.379107696
YPL146C	5.862010124	6.086806242	7.743659813	8.732935542	7.656856408	6.31785083	6.247690019	6.018003005	7.085227389	6.96445826	7.411001869	6.290566844
YPL145C	8.476182544	8.650761785	8.588002386	8.849359828	9.58795359	9.79979947	8.784399869	8.718149281	8.933317095	8.956146011	9.914780647	9.875197359
YPL144W	8.950356142	8.993039694	9.085831836	9.951000415	10.30102947	10.16477541	9.884209671	9.432572908	9.85356053	9.968960552	11.12855227	10.6475847
YPL143W	12.4377844	12.3350224	12.6601967	13.18264811	13.2717503	13.15940187	12.61273994	12.37195855	12.63717159	12.54047266	12.90367769	12.79333534
YPL141C	7.024944026	6.777922965	6.783158992	6.949636732	6.833096606	5.920802238	7.16399338	7.165096438	6.997559114	6.956449991	7.138862653	6.538428643
YPL140C	6.478387805	6.71899158	6.334075181	5.86019038	6.586693036	6.708301639	7.139281483	6.557348893	5.821968984	5.800878802	6.766416629	6.910304992
YPL139C	6.942237884	6.639990795	6.650467022	6.845515267	7.035098053	6.718959711	7.331795897	7.095073775	6.680198781	6.62100549	7.206805172	6.846639034
YPL138C	7.570206154	7.686997274	7.340182584	7.090985721	7.502336806	7.465659309	8.540381028	8.432168151	7.358956796	7.636201764	8.666612903	8.296604254
YPL137C	8.451065426	9.479636328	10.34963465	9.560088761	7.331125965	8.234606867	8.650582256	9.27942051	9.472242561	9.587862853	8.179843628	8.390839505
YPL135W	10.69380831	10.66172965	9.357740451	8.779071667	8.683062552	8.506544808	10.7323636	10.54618569	7.920630672	7.843019005	7.684702909	7.776045076
YPL134C	10.29188933	10.55824129	9.989377527	5.695240834	5.68886508	6.236749678	10.08736071	10.2199817	6.803428625	6.992019478	5.833631601	6.50085402
YPL133C	6.71189105	7.026170931	6.779417555	6.172406084	6.426359782	6.413782559	7.313367564	7.268845189	5.250079319	6.22384197	6.352806346	6.187911683
YPL132W	7.227250773	7.510234947	6.859342572	5.000159643	5.885010907	6.286302696	7.749066284	7.339719049	5.749227779	5.751208401	5.79806591	6.497344832
YPL131W	13.12534226	13.54157349	13.59824408	13.90253343	13.90846244	13.95419725	12.97846627	12.85474165	12.93060042	12.59621469	13.28514122	13.2541081
YPL130W	2.13813611	2.12997388	2.13548965	2.247839675	2.185612986	2.170865201	2.133924579	2.115361496	2.184195955	2.195512324	2.164992634	2.137207763
YPL129W	8.31003818	8.713994803	8.652463177	8.549813438	8.992286017	8.993426556	9.199115823	9.149066033	8.760667223	8.732620658	9.7549992	9.483233472
YPL128C	6.825149097	7.146011455	7.344328607	7.940509669	7.858120665	7.297218191	7.574379846	7.210532698	7.406627847	7.130214668	7.993288851	7.6047308
YPL127C	9.516206517	9.643011067	9.158507119	5.938362698	6.573360937	7.651728291	9.831977638	9.811054456	8.436360169	8.438231662	7.754498787	8.615825271
YPL126W	6.774322386	7.186094825	8.882148225	9.726819543	8.690181488	7.712080433	6.961100739	6.664625726	7.721157908	7.578381739	8.058423226	7.117419113
YPL125W	8.12279243	8.207710164	7.489013577	7.642331946	8.396134923	8.449530102	8.237954685	7.902729093	7.169051384	7.248115798	8.563805	8.284349601
YPL124W	3.323911957	2.847743681	2.616165473	2.485819726	2.456328552	3.065507138	4.211881878	2.971943633	2.927595693	2.90022509	3.057761044	4.171263319
YPL168W	2.610727325	2.509953084	2.580366789	2.636555422	2.522964729	2.459665733	3.442530416	2.65492756	2.453807908	2.680020294	3.130771006	3.237138639
YPL167C	5.133828687	5.093596446	4.629296348	4.923539949	5.335003146	5.233727114	5.894313277	5.052190899	3.523965539	4.364854807	5.94987401	5.431935595
YPL166W	2.962495916	3.116235141	2.38753977	2.497249193	2.438924276	2.468440703	2.679560602	3.059158326	2.440750764	2.447562444	2.291648279	2.393959235
YPL165C	2.13813611	2.12997388	2.13548965	2.247839675	2.185612986	2.170865201	2.133924579	2.115361496	2.327310922	2.195512324	2.164992634	2.137207763
YPL164C	6.347628852	6.823222927	6.514779234	5.344651238	5.574878728	5.429351196	6.987807363	6.717644012	6.419058654	6.308457857	6.62340805	6.177903156
YPL163C	8.745918195	8.773657372	8.470815583	7.912767654	7.977532814	9.00665045	9.259461502	9.194323493	9.027086695	8.900311837	9.233494107	9.971430782
YPL162C	5.893049824	6.579931651	6.470498132	4.203307707	5.103109801	5.379615464	6.238397409	5.89588071	4.644563279	3.743855719	5.264388305	4.998066666
YPL161C	7.565210306	7.826991703	6.960302037	5.709978256	7.218546319	7.844718702	8.026826329	7.721630967	7.12328653	6.924386522	7.936782222	8.116804379
YPL160W	8.842990437	8.918072777	9.358526419	10.382709	10.39903197	10.33264547	8.812726734	8.853659833	9.274978242	9.027605738	10.17259641	10.241777
YPL159C	8.161455754	8.789725514	9.029980589	8.847929936	7.637534575	7.228325326	8.496490059	8.931563227	9.680052553	9.459173333	9.100890309	8.195541319
YPL158C	8.753275982	8.633200104	8.244842242	7.072137124	7.89190525	8.657854954	8.818097751	9.002323197	8.794207302	8.872288162	9.024685738	9.036610525
YPL157W	5.951115771	6.234808749	6.597749445	7.005178949	7.141857817	6.366832568	6.455033162	6.366498699	6.4096467	6.509239995	7.570041594	6.768866844
YPL156C	11.69824935	10.98913802	9.094148419	6.539597223	7.516159131	6.775646348	11.97147109	11.194017	8.318402898	8.823939576	8.253435238	7.627340543
YPL155C	7.202462833	7.087888628	6.523745223	6.592207514	7.375360635	7.301390219	7.587523991	7.27506581	7.3214061	7.542133444	8.088826813	7.882865032
YPL154C	12.02379853	11.94443869	10.97970471	6.188606763	8.389469894	9.790704124	12.46634744	12.40406918	10.44141673	9.826741646	9.055924341	11.28412346
YPL153C	5.835205033	5.099509061	4.357901662	4.270252004	4.882823427	5.505735584	5.691076412	5.100762102	4.248724395	4.796864784	5.46756477	6.201237289
YPL152W	7.532995204	7.526363269	6.262839719	4.526473413	5.832364573	6.54598723	8.079330407	7.444311183	6.19592702	6.390015913	7.48823395	7.744328418
YPL151C	7.097335232	6.927904915	7.001880718	7.258853369	7.404864903	7.012486631	7.263821581	7.014951051	7.646009991	7.87408154	7.484956486	7.245210288
YPL150W	6.932015118	6.842950149	6.847457683	6.106949618	7.016999122	6.987009448	6.999503175	6.977385957	7.07252944	6.983959825	7.261477838	6.997901777
YPL149W	8.40462755	9.529067244	9.033867729	6.559990857	7.036411285	7.394107677	8.898582145	9.678857384	8.132274674	8.692423137	8.114201212	7.638106132
YPL148C	7.77702052	7.517273601	6.773696353	6.616778159	6.036924112	6.187203012	8.329560755	7.306701723	6.446282036	6.74231324	7.078237878	6.582545838
YPL147W	8.557302675	8.087557757	5.348561246	3.514281207	3.419411687	3.123224814	8.917864543	8.634889832	5.386230154	5.222697091	3.748944342	3.336155451
YPL190C	7.297603967	6.966635251	6.983086741	5.728516865	7.081846554	6.966903227	7.046980811	7.410734015	6.871862162	6.118432422	7.028157611	7.140991018
YPL189W	3.496633146	3.585470152	3.91453945	4.089600107	3.650283225	4.068309803	4.314692453	4.03790204	4.687999935	4.365630247	4.32237526	4.308980133
YPL188W	8.971864709	8.905748317	8.489454428	8.259738252	7.923087278	7.932546759	9.2225683	8.834631015	8.246322209	8.390006946	8.283287503	8.193717374
YPL187W	6.499206903	6.883494983	7.20537777	7.414817517	5.919625415	5.202145911	10.06407288	10.13177251	10.28260362	10.49476982	9.447042683	7.956462069
YPL186C	8.106338739	8.062771755	7.446539167	2.918506625	2.220355455	2.170865201	8.819857103	8.514333431	5.897775379	6.064739855	2.238606987	3.146068758
YPL184C	5.912590965	5.231714892	4.752147059	5.217183007	6.150545375	5.802028498	5.814800882	5.02383255	4.85047507	4.877598105	6.018751887	6.455000701
YPL183W-A	9.523417123	9.633983366	9.45240268	8.439132662	8.523071488	8.642027372	9.722581128	9.445081686	8.979825473	9.236873112	8.91856312	8.78777475
YPL183C	8.081010521	8.219010504	9.31984585	10.1054877	9.774410803	9.258242858	7.724833975	7.667736036	7.956441534	8.250386916	8.849127547	8.385726033
YPL181W	7.184196515	7.417677628	7.473877652	6.217471309	6.400692347	5.884797862	7.148961575	7.249861101	6.387929748	6.549486704	6.643924119	6.447027331
YPL180W	8.3310108	8.324613304	8.159201179	7.92714825	8.740204341	8.56018647	8.454278473	8.434784671	8.714854393	8.843878543	9.144675461	8.860154015
YPL179W	9.635902667	9.59137875	9.367729978	9.10224493	9.651725777	9.524252387	9.411786394	9.406220485	9.67189687	9.17879351	9.867562205	9.74642324
YPL178W	9.332421914	9.467524168	9.246239793	9.502836125	9.71258407	9.631442916	9.89526606	9.498645863	9.0584972	9.412218594	9.701638198	9.678486084
YPL177C	10.17833052	10.47828501	10.8656776	10.6885549	9.941991161	9.424763089	10.64501013	10.75915601	11.26258693	11.26108148	10.98902176	10.51168196
YPL176C	8.094998363	7.948607146	7.890708429	7.964574699	8.491491099	8.171241255	8.222403698	8.174638168	7.774616407	7.641904484	8.315823455	8.577061196
YPL175W	5.054781585	4.982313164	5.999454895	6.161787491	6.349749012	5.940243783	6.377512431	5.595872702	5.755791061	6.113768774	7.415123796	6.643988342
YPL174C	4.441733862	4.420108461	4.558717312	4.323850496	4.635839195	4.483596827	5.2136436	4.565587704	4.643643182	4.981502857	5.21043019	5.015846969
YPL173W	8.033353708	8.221832653	8.009899314	6.224521875	7.107255385	6.994092465	8.204967686	7.987915512	7.151929288	7.147577597	7.228114921	7.359757543
YPL172C	7.783981439	7.430653401	7.004632101	5.966639622	6.628914071	6.822391395	7.443899067	6.548695905	6.111551499	6.102555708	6.887273793	7.077530528
YPL171C	5.821016609	6.214484959	5.772612359	2.398228615	2.367858203	2.358467536	6.884496049	6.473741939	4.276831965	3.798058812	2.347237851	2.287596703
YPL170W	8.470181728	8.618524373	7.780036747	5.529276794	6.291072556	7.900508738	8.726032822	8.342860263	7.285965101	7.579159986	8.068875665	9.048801973
YPL169C	8.088852169	8.625013107	9.050182973	9.66858694	9.660692805	9.454042027	8.401655779	8.340454549	8.546039831	8.81109818	9.420887957	9.026364657
YPL211W	7.558296072	7.868698212	8.971385047	10.33048797	9.587401481	8.643396238	7.850344111	7.284770504	8.089298853	7.958058863	9.174192942	8.147124154
YPL210C	8.446860125	8.558431469	8.60911514	8.055812923	8.47157938	8.673133658	8.7277745	8.332204851	8.073878937	8.392961346	8.512061757	8.940652859
YPL209C	4.930426401	4.275902404	4.008285153	3.958527269	4.571808358	4.57105713	5.273317417	4.177281639	4.365690641	4.476509356	5.062238168	5.461295117
YPL208W	6.387105045	6.336657146	5.784072017	5.661954199	6.569234936	6.941718377	6.993657083	6.723044208	6.348200304	6.368247573	7.422386659	7.644088106
YPL207W	9.917610255	9.524716882	9.151180208	10.02341839	9.98857956	9.466330558	10.55833609	10.15963074	9.78441826	9.853776141	10.88478867	10.13284028
YPL206C	9.327349771	9.5474315	9.277300251	8.389890527	8.959487878	9.374928512	9.573291649	9.577823912	9.665795697	9.625063319	9.771915796	9.728151941
YPL204W	8.620408861	8.951217412	9.60120854	9.822958581	9.42495765	9.021201093	8.796173632	8.564260449	9.526180419	9.540756982	9.406884492	9.176646221
YPL203W	9.390119236	9.530556642	8.438100061	4.081531576	4.254688746	7.213356806	9.364872309	9.241163305	6.60426714	6.093728961	3.88209255	7.436475858
YPL202C	5.078283441	6.01923463	6.74395156	7.046638381	6.267009395	6.064327247	6.210108261	5.822994054	6.174304693	5.951947747	6.595626156	6.003394087
YPL201C	9.161600204	8.78737633	6.448151514	3.108635242	2.591337705	2.532089315	9.612742904	9.145782092	4.861215928	4.218250519	2.651286466	2.616449894
YPL200W	5.271513994	5.054064319	4.348966786	2.366519704	2.185612986	2.170865201	5.99661789	5.80109104	3.306833033	3.059493217	2.164992634	2.137207763
